LOCATION,TIME,Value
BGR,2017-Q4,2.617931264
BGR,2018-Q1,2.473661396
BGR,2018-Q2,2.652859976
BGR,2018-Q3,2.996356226
BGR,2018-Q4,3.250824019
BGR,2019-Q1,4.465730305
BGR,2019-Q2,4.319489453
BGR,2019-Q3,3.024589155
BGR,2019-Q4,2.774897788
BGR,2020-Q1,0.4970071
BGR,2020-Q2,-7.961094731
BGR,2020-Q3,-4.510734941
BGR,2020-Q4,-3.831569927
BGR,2021-Q1,-1.46058123
BGR,2021-Q2,7.771709164
BGR,2021-Q3,5.10160562
BGR,2021-Q4,5.024212613
ROU,2008-Q1,11.463280995
ROU,2008-Q2,10.951749377
ROU,2008-Q3,10.115187616
ROU,2008-Q4,4.766609429
ROU,2009-Q1,-3.98261714
ROU,2009-Q2,-6.223748843
ROU,2009-Q3,-6.242634911
ROU,2009-Q4,-4.665736693
ROU,2010-Q1,-3.434207014
ROU,2010-Q2,-3.028347662
ROU,2010-Q3,-4.57244093
ROU,2010-Q4,-3.394822753
ROU,2011-Q1,0.655714244
ROU,2011-Q2,0.673903683
ROU,2011-Q3,4.004249137
ROU,2011-Q4,1.723038069
ROU,2012-Q1,1.70098912
ROU,2012-Q2,2.52561253
ROU,2012-Q3,0.846699907
ROU,2012-Q4,2.543512098
ROU,2013-Q1,2.256212448
ROU,2013-Q2,3.911412527
ROU,2013-Q3,3.634757367
ROU,2013-Q4,5.104168953
ROU,2014-Q1,4.699346243
ROU,2014-Q2,2.413247772
ROU,2014-Q3,4.032150033
ROU,2014-Q4,3.454161345
ROU,2015-Q1,3.497489286
ROU,2015-Q2,2.462397363
ROU,2015-Q3,2.930899258
ROU,2015-Q4,3.008872019
ROU,2016-Q1,4.163261561
ROU,2016-Q2,5.89617925
ROU,2016-Q3,4.135687864
ROU,2016-Q4,4.670437363
ROU,2017-Q1,6.119308484
ROU,2017-Q2,6.643476262
ROU,2017-Q3,9.123721895
ROU,2017-Q4,6.98223744
ROU,2018-Q1,4.191818703
ROU,2018-Q2,5.518728106
ROU,2018-Q3,4.227360752
ROU,2018-Q4,4.085056799
ROU,2019-Q1,5.12712624
ROU,2019-Q2,4.445968591
ROU,2019-Q3,3.046968395
ROU,2019-Q4,4.44916374
ROU,2020-Q1,2.553991678
ROU,2020-Q2,-9.837718512
ROU,2020-Q3,-5.435960035
ROU,2020-Q4,-1.49524585
ROU,2021-Q1,-0.055424052
ROU,2021-Q2,15.417415649
ROU,2021-Q3,6.90305861
ROU,2021-Q4,2.35828681
CRI,2008-Q1,7.964039204
CRI,2008-Q2,5.108609936
CRI,2008-Q3,4.518825211
CRI,2008-Q4,1.483163279
CRI,2009-Q1,-3.063418783
CRI,2009-Q2,-1.522192065
CRI,2009-Q3,-0.839018856
CRI,2009-Q4,1.830100356
CRI,2010-Q1,5.643252601
CRI,2010-Q2,5.34163297
CRI,2010-Q3,5.742440606
CRI,2010-Q4,4.764501918
CRI,2011-Q1,4.045384761
CRI,2011-Q2,5.183937144
CRI,2011-Q3,3.838929745
CRI,2011-Q4,4.564056714
CRI,2012-Q1,6.187562495
CRI,2012-Q2,4.24828485
CRI,2012-Q3,4.554352943
CRI,2012-Q4,4.488193947
CRI,2013-Q1,2.614125849
CRI,2013-Q2,1.827664005
CRI,2013-Q3,3.134644574
CRI,2013-Q4,2.455308165
CRI,2014-Q1,3.46965212
CRI,2014-Q2,4.106175731
CRI,2014-Q3,3.055965923
CRI,2014-Q4,3.514302652
CRI,2015-Q1,2.408741918
CRI,2015-Q2,4.326410544
CRI,2015-Q3,4.771584182
CRI,2015-Q4,3.160038468
CRI,2016-Q1,5.51403022
CRI,2016-Q2,2.889114502
CRI,2016-Q3,3.365283954
CRI,2016-Q4,5.000340944
CRI,2017-Q1,2.945273271
CRI,2017-Q2,5.564557522
CRI,2017-Q3,3.709569656
CRI,2017-Q4,4.420987604
CRI,2018-Q1,4.307602972
CRI,2018-Q2,3.11367938
CRI,2018-Q3,2.721785552
CRI,2018-Q4,0.397091749
CRI,2019-Q1,1.514963274
CRI,2019-Q2,1.733999585
CRI,2019-Q3,2.509074882
CRI,2019-Q4,3.782072831
CRI,2020-Q1,1.632013781
CRI,2020-Q2,-7.748129917
CRI,2020-Q3,-6.792677717
CRI,2020-Q4,-3.42372998
CRI,2021-Q1,-0.164337496
CRI,2021-Q2,10.262881508
CRI,2021-Q3,12.613781059
CRI,2021-Q4,9.067680797
